,candle_begin_time,open,high,low,close,volume,volume_value,pos,start_time,equity_change,equity_curve
165,2005-09-08,890.19,894.74,878.28,889.69,14699157,6867746252,1.0,2005-07-28,0.0017690989808514246,1.2906140691307175
166,2005-09-09,889.55,893.83,875.61,879.5,10399467,4923128531,1.0,2005-07-28,-0.01146196380748099,1.2758210973809154
167,2005-09-12,878.73,883.56,874.77,883.56,7656523,3536951802,1.0,2005-07-28,0.004619739615890017,1.2817150586472743
168,2005-09-13,884.25,904.31,883.46,904.31,12496272,5855690757,1.0,2005-07-28,0.023502164305159612,1.3118381365479999
169,2005-09-14,906.21,915.13,902.56,914.98,16597334,7824404409,1.0,2005-07-28,0.011807702737947956,1.3273279313046622
170,2005-09-15,914.91,920.95,910.77,918.51,13582385,6488990073,1.0,2005-07-28,0.0038608036557932213,1.3324524838342797
171,2005-09-16,918.26,918.8,910.84,917.64,10961532,5247184805,1.0,2005-07-28,-0.0009478699730437468,1.3311894921343457
172,2005-09-19,918.13,930.59,915.93,930.49,12056209,5691535255,1.0,2005-07-28,0.014013431363235851,1.349844024713831
173,2005-09-20,931.88,931.89,915.14,924.16,15747606,7657830324,1.0,2005-07-28,-0.006807714991305502,1.3406546713108625
174,2005-09-21,921.92,922.18,908.98,909.79,15603139,7226512985,1.0,2005-07-28,-0.015560411800511154,1.3197935325429866
175,2005-09-22,906.05,907.29,866.95,880.01,14408322,6671951660,1.0,2005-07-28,-0.03783857058661999,1.2698544318020943
176,2005-09-23,876.31,883.54,868.16,868.55,9799784,4676865548,0.0,,0.0,1.2698544318020943
177,2005-09-26,867.22,875.03,862.19,874.84,6965690,3388518590,-1.0,2005-09-26,-0.009834003790239132,1.2573666785067006
178,2005-09-27,875.1,877.66,856.49,856.96,8805881,4224674796,-1.0,2005-09-26,0.02081677625660805,1.283540999325689
179,2005-09-28,855.8,863.81,849.89,852.36,7510782,3557058811,-1.0,2005-09-26,0.005246334688843168,1.2902748849950039
180,2005-09-29,852.04,871.49,852.04,871.29,8835360,4257378974,-1.0,2005-09-26,-0.021477131531957405,1.262563481577585
181,2005-09-30,871.23,873.11,866.82,869.51,7529963,3718773617,-1.0,2005-09-26,0.002063833632453216,1.265169202553972
