,candle_begin_time,open,high,low,close,volume,volume_value,pos,start_time,equity_change,equity_curve
209,2005-11-16,820.07,826.69,808.21,826.69,5542224,2344493570,-1.0,2005-10-27,-0.007038215381575785,1.1845155036118882
210,2005-11-17,827.22,830.37,822.99,825.8,5533816,2365641062,-1.0,2005-10-27,0.0010174857499207768,1.1857207312573734
211,2005-11-18,824.8,845.7,824.36,843.74,9690757,4229046189,-1.0,2005-10-27,-0.022518288613185167,1.1590203296162829
212,2005-11-21,844.63,849.3,842.44,846.96,6608677,2877318510,1.0,2005-11-21,0.001708048743396695,1.1609999928338552
213,2005-11-22,847.18,847.45,831.36,831.77,6275091,2812886141,1.0,2005-11-21,-0.01906274680526754,1.138868143929546
214,2005-11-23,831.7,838.56,828.07,838.12,4940422,2233518032,0.0,,0.0,1.138868143929546
215,2005-11-24,837.68,843.96,836.86,841.699,5531201,2482279680,0.0,,0.0,1.138868143929546
216,2005-11-25,841.71,841.78,836.44,841.13,4849548,2156572262,1.0,2005-11-25,-0.0017390390515739096,1.136887607752659
217,2005-11-28,841.21,841.88,835.05,838.34,4591305,2153318286,1.0,2005-11-25,-0.003320294121139322,1.1331128065122418
218,2005-11-29,839.25,839.25,826.44,827.01,4499555,2057572878,1.0,2005-11-25,-0.015364372193574671,1.1157032396156816
219,2005-11-30,826.34,829.7,821.67,829.5,4805175,2293872243,-1.0,2005-11-30,-0.004873414976429902,1.1102659547384872
220,2005-12-01,829.33,832.12,824.28,828.19,3927209,1862984123,-1.0,2005-11-30,0.0015928626808441315,1.112034455943602
221,2005-12-02,827.15,827.91,816.42,817.86,4399086,1933484767,-1.0,2005-11-30,0.012540537236406912,1.1259799654465301
222,2005-12-05,819.79,819.79,796.34,796.93,4895370,2126599956,-1.0,2005-11-30,0.025094158085693596,1.1542354847007692
223,2005-12-06,795.11,800.58,792.11,798.88,3727782,1632508124,-1.0,2005-11-30,-0.0022807319899332823,1.151602982906896
224,2005-12-07,800.18,806.89,798.29,806.78,3755355,1696603323,-1.0,2005-11-30,-0.009261010457410901,1.1409379756394098
225,2005-12-08,807.41,808.9,801.19,805.56,3896999,1749825135,-1.0,2005-11-30,0.0014435500942964197,1.1425849767617304
226,2005-12-09,805.52,819.52,803.81,819.2,5563456,2517195976,-1.0,2005-11-30,-0.016116098953183666,1.1241709642138173
